x,y
0.0,-0.11334928397671054
0.20408163265306123,0.25965607605226315
0.40816326530612246,0.30234514316468614
0.6122448979591837,0.5421189740968757
0.8163265306122449,0.8182443140546714
1.0204081632653061,0.9222366427927715
1.2244897959183674,0.8085623959078818
1.4285714285714286,1.0278534679289921
1.6326530612244898,1.0497568517667812
1.836734693877551,1.1144772079622194
2.0408163265306123,0.8249829319734294
2.2448979591836737,0.8092653921736624
2.4489795918367347,0.5430704407896072
2.6530612244897958,0.6062640660564763
2.857142857142857,0.4344925868298468
3.0612244897959187,-0.015756672989746326
3.2653061224489797,-0.021310493146807594
3.4693877551020407,-0.30474115920617906
3.673469387755102,-0.45646062977475876
3.8775510204081636,-0.6248096132514557
4.081632653061225,-0.9914403855828641
4.285714285714286,-0.9541997988210639
4.4897959183673475,-1.096145324917168
4.6938775510204085,-1.1040874058451253
4.8979591836734695,-1.0751834043067672
5.1020408163265305,-0.9082093659432782
5.3061224489795915,-0.9702836536151248
5.510204081632653,-0.8488931620443998
5.714285714285714,-0.49082018228958857
5.918367346938775,-0.16558709558287538
6.122448979591837,-0.18083918332799448
6.326530612244898,0.13931381208981075
6.530612244897959,0.14192129159786115
6.73469387755102,0.4728731268486293
6.938775510204081,0.6166556183220359
7.142857142857143,0.7298404006257998
7.346938775510204,1.0160324387749573
7.551020408163265,0.8603773536341683
7.755102040816327,0.9137640130775047
7.959183673469388,1.1486256594772772
8.16326530612245,1.04893694159809
8.36734693877551,0.8139252307442342
8.571428571428571,0.6538791858994133
8.775510204081632,0.5100538562698798
8.979591836734695,0.4426781144644499
9.183673469387756,0.08094172638569105
9.387755102040817,0.09425451169399048
9.591836734693878,-0.16399693074912502
9.795918367346939,-0.26508215868173196
10.0,-0.5058691991640056
